City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
252,nelson bay,-32.7167,152.15,77.05,72,1,8.01,8.01,1701839618
253,kas,36.2018,29.6377,60.04,79,93,2.95,2.95,1701840215
254,london,51.5085,-0.1257,39.49,91,24,3.44,3.44,1701840079
255,huadian,42.9633,126.7478,31.3,75,100,9.93,9.93,1701840216
256,rincon,32.296,-81.2354,51.84,75,40,9.22,9.22,1701840217
257,maisi,43.0395,41.2621,48.87,68,100,3.0,3.0,1701840217
258,timiryazevskoye,56.49,84.8769,4.08,83,100,10.74,10.74,1701840218
259,nagqu,31.5,92.0,17.06,46,75,3.13,3.13,1701839668
260,brokopondo,4.75,-55.1667,75.83,91,48,5.1,5.1,1701840218
261,makassar,-5.14,119.4221,87.85,74,40,13.8,13.8,1701840219
262,alice springs,-23.7,133.8833,105.35,9,0,5.75,5.75,1701840219
263,solwezi,-12.1688,26.3894,65.97,76,26,2.75,2.75,1701840219
264,udachny,66.4167,112.4,-14.93,97,100,7.0,7.0,1701840220
265,payakumbuh,-0.2202,100.6308,75.54,92,99,1.3,1.3,1701840220
266,huarmey,-10.0681,-78.1522,67.6,87,100,8.19,8.19,1701840220
267,mount gambier,-37.8333,140.7667,71.08,31,78,9.19,9.19,1701840221
268,brisas de zicatela,15.8369,-97.0419,79.32,78,5,2.82,2.82,1701839704
269,luderitz,-26.6481,15.1594,61.99,73,17,12.93,12.93,1701840222
270,susuman,62.7833,148.1667,-57.01,99,75,1.01,1.01,1701840222
271,broken hill,-31.95,141.4333,102.67,13,4,8.28,8.28,1701840132
272,palmas,-10.2128,-48.3603,76.87,83,0,4.61,4.61,1701840223
273,willemstad,12.1084,-68.9335,80.51,83,20,11.5,11.5,1701840223
274,vuktyl,63.8567,57.3094,-24.9,99,6,1.99,1.99,1701840223
275,urangan,-25.3,152.9,86.2,60,0,7.0,7.0,1701840224
276,ust'-ilimsk,58.0006,102.6619,-26.55,100,19,3.53,3.53,1701840224
277,kotel'nikovo,47.6317,43.1461,23.83,86,98,9.78,9.78,1701840224
278,waingapu,-9.6567,120.2641,88.92,61,36,9.55,9.55,1701839665
279,mejit,10.2753,170.8646,81.84,80,72,19.77,19.77,1701839632
280,beaune,47.0833,4.75,35.24,97,100,4.38,4.38,1701840225
281,byron bay,-28.65,153.6167,90.72,59,0,10.85,10.85,1701840226
282,albertina,-22.2008,-46.6158,64.85,92,97,3.44,3.44,1701840226
283,mount isa,-20.7333,139.5,96.57,34,75,4.61,4.61,1701839626
284,tumut,-35.3,148.2167,88.25,20,41,13.31,13.31,1701840226
285,gadzhiyevo,69.2551,33.3362,11.91,80,100,8.79,8.79,1701840227
286,san rafael del sur,11.8485,-86.4384,77.97,74,26,13.69,13.69,1701840227
287,hamilton,39.1834,-84.5333,39.42,91,100,11.5,11.5,1701840149
288,mili,6.0815,171.735,82.44,80,74,22.08,22.08,1701840227
289,severoural'sk,60.1533,59.952,-16.02,92,99,7.09,7.09,1701840228
290,ust-nera,64.5667,143.2,-52.44,98,75,4.07,4.07,1701840228
291,kolonia,50.9333,6.95,37.58,92,100,11.5,11.5,1701839666
292,nieuw nickerie,5.95,-56.9833,78.46,87,34,8.9,8.9,1701840229
293,plastun,44.7561,136.2939,37.0,66,27,3.47,3.47,1701839721
294,sittwe,20.15,92.9,84.38,62,84,1.25,1.25,1701840229
295,kisangani,0.5167,25.2,70.03,97,88,1.1,1.1,1701840230
296,rapar,23.5667,70.6333,75.51,45,0,11.41,11.41,1701840230
297,ketchikan,55.3422,-131.6461,45.07,81,100,8.05,8.05,1701840230
298,talnakh,69.4865,88.3972,-26.45,80,13,2.19,2.19,1701840230
299,mossel bay,-34.1831,22.146,64.33,77,38,17.0,17.0,1701839713
300,novyy urgal,51.0736,132.5642,21.58,83,100,2.13,2.13,1701840231
301,tura,25.5198,90.2201,77.61,46,87,2.35,2.35,1701839632
302,shubarkuduk,49.1447,56.4872,19.08,85,95,10.65,10.65,1701840232
303,bobo-dioulasso,11.1771,-4.2979,64.85,48,0,5.75,5.75,1701840232
304,kununurra,-15.7667,128.7333,102.18,37,30,8.05,8.05,1701840232
305,khash,28.2211,61.2158,56.77,15,0,4.59,4.59,1701840232
306,tasqala,51.1167,50.3167,17.83,95,19,5.37,5.37,1701840026
307,rio grande,-32.035,-52.0986,69.94,89,100,19.22,19.22,1701840233
308,tarko-sale,64.9225,77.785,-32.84,89,5,9.01,9.01,1701840233
309,alekseyevka,50.6309,38.6903,23.36,86,94,5.73,5.73,1701840234
310,kayangel,8.0823,134.7173,83.91,75,78,10.67,10.67,1701840234
311,paradip garh,20.3167,86.6167,75.2,75,100,19.17,19.17,1701840234
312,chake chake,-5.2459,39.7666,81.39,80,97,5.1,5.1,1701840234
313,puerto rico,-26.796,-55.024,71.17,99,100,2.84,2.84,1701840235
314,port lincoln,-34.7333,135.8667,73.72,54,81,12.66,12.66,1701839484
315,alaghsas,17.0187,8.0168,67.42,20,0,10.0,10.0,1701839732
316,iaciara,-14.0958,-46.6317,68.58,88,13,2.33,2.33,1701840235
317,vazante,-17.9869,-46.9078,72.09,79,75,2.13,2.13,1701840236
318,polyarnyy,69.1989,33.4478,12.83,78,100,9.42,9.42,1701840236
319,chonchi,-42.6128,-73.8092,51.01,94,5,3.94,3.94,1701839710
320,usol'ye,59.4268,56.6808,-19.1,98,72,1.95,1.95,1701840237
321,jinghong,21.991,100.7341,80.98,50,83,2.73,2.73,1701840237
322,punta del este,-34.9667,-54.95,66.31,93,100,5.75,5.75,1701840237
323,kingscliff,-28.2667,153.5667,84.76,69,0,12.66,12.66,1701840237
324,zlynka,52.4267,31.7378,20.62,95,99,7.65,7.65,1701840238
325,tenenkou,14.4572,-4.9169,71.17,16,0,9.46,9.46,1701840238
326,dalmatovo,56.26,62.9362,-0.6,93,100,11.45,11.45,1701840238
327,guerrero negro,27.9769,-114.0611,67.86,52,100,7.36,7.36,1701840238
328,ghadamis,30.1337,9.5007,54.61,50,96,4.56,4.56,1701840239
329,bereket,39.2446,55.5154,50.31,81,75,8.08,8.08,1701839994
330,coracora,-15.0333,-73.7833,51.48,51,100,0.85,0.85,1701840239
331,kyakhta,50.3508,106.4494,3.38,86,87,3.6,3.6,1701840239
332,aykhal,66.0,111.5,-17.59,97,100,7.02,7.02,1701840240
333,narrabri,-30.3167,149.7833,103.51,24,1,1.99,1.99,1701840240
334,kamaishi,39.2667,141.8833,51.03,86,100,4.05,4.05,1701840240
335,trinidad,-14.8333,-64.9,70.11,99,96,3.58,3.58,1701840241
336,alta,69.9689,23.2717,7.86,72,100,2.3,2.3,1701840241
337,jiuquan,39.7432,98.5174,48.63,12,7,6.91,6.91,1701840241
338,tibati,6.4667,12.6333,70.79,44,68,2.19,2.19,1701840242
339,cockburn town,21.4612,-71.1419,80.89,78,12,17.18,17.18,1701839734
340,sokoto,13.0609,5.239,68.23,20,3,10.69,10.69,1701840133
341,verkhnevilyuysk,63.4453,120.3167,-40.92,98,87,4.27,4.27,1701840243
342,chegutu,-18.1302,30.1407,77.04,33,11,8.39,8.39,1701840244
343,kitimat,54.0524,-128.6534,41.38,63,100,5.01,5.01,1701840244
344,kembe,4.6228,21.8865,70.36,88,56,1.05,1.05,1701840245
345,saint-germain-du-puy,47.1,2.4833,41.27,93,100,5.75,5.75,1701840245
346,labrador city,52.9463,-66.9114,6.71,72,100,14.97,14.97,1701839664
347,lewistown,40.5992,-77.5714,34.81,96,100,0.0,0.0,1701839802
348,ust'-uda,54.1742,103.0304,-0.99,88,100,3.27,3.27,1701840246
349,la'ie,21.6477,-157.9253,76.1,80,9,10.0,10.0,1701840247
350,shiqiao,22.9374,113.3606,65.75,76,100,8.01,8.01,1701840247
351,kalymnos,36.95,26.9833,62.13,82,40,3.44,3.44,1701840248
352,trondheim,63.4305,10.3951,24.89,74,98,3.53,3.53,1701840036
353,olbia,40.9214,9.4856,50.05,71,40,10.36,10.36,1701840249
354,lazaro cardenas,17.9583,-102.2,79.16,64,100,2.89,2.89,1701839559
355,punta cana,18.5818,-68.4043,78.57,78,20,6.91,6.91,1701839964
356,ancud,-41.8697,-73.8203,49.75,90,0,2.39,2.39,1701840250
357,cotonou,6.3654,2.4183,82.38,83,40,3.44,3.44,1701839972
358,ca mau,9.1769,105.15,87.66,63,98,9.71,9.71,1701840251
359,tostado,-29.232,-61.7692,71.98,87,100,2.15,2.15,1701840251
360,geraldton,-28.7667,114.6,84.61,48,18,17.27,17.27,1701839703
361,penzance,50.1186,-5.5371,43.48,68,74,13.2,13.2,1701840252
362,isla mujeres,21.2311,-86.731,77.16,82,98,13.51,13.51,1701840252
363,saipan,15.1355,145.701,84.9,79,40,11.5,11.5,1701840253
364,ejirin,6.6142,3.9002,75.88,93,49,2.1,2.1,1701840253
365,duluth,46.7833,-92.1066,29.35,84,20,6.91,6.91,1701840159
366,tolanaro,-25.0319,46.9987,82.47,65,20,11.5,11.5,1701840254
367,enewetak,11.3474,162.3373,82.17,77,57,17.96,17.96,1701840254
368,cidreira,-30.1811,-50.2056,70.39,91,88,18.14,18.14,1701840255
369,tangalle,6.024,80.7911,82.56,71,65,8.28,8.28,1701840255
370,majene,-3.5403,118.9707,84.36,76,92,6.53,6.53,1701840255
371,vernon,50.2581,-119.2691,47.3,90,100,1.01,1.01,1701839511
372,smithers,54.7804,-127.1743,34.12,93,75,2.3,2.3,1701840256
373,tahe,52.3333,124.7333,6.17,73,100,9.06,9.06,1701840256
374,barcelos,41.5388,-8.6151,44.85,79,54,4.34,4.34,1701840257
375,bubaque,11.2833,-15.8333,81.9,60,1,9.4,9.4,1701840257
376,cangucu,-31.395,-52.6756,64.04,95,100,8.41,8.41,1701840258
377,pitogo,13.7847,122.0881,83.5,78,53,4.07,4.07,1701840258
378,vilyuchinsk,52.9306,158.4028,26.87,64,8,9.53,9.53,1701840259
379,pisco,-13.7,-76.2167,68.05,83,0,6.91,6.91,1701840259
380,pitkyaranta,61.5734,31.4792,11.52,95,99,2.89,2.89,1701840259
381,touros,-5.1989,-35.4608,78.96,78,5,16.26,16.26,1701840260
382,crane,31.3974,-102.3501,53.94,38,83,10.49,10.49,1701839723
383,saint-marc,19.1082,-72.6938,77.77,69,0,2.82,2.82,1701840261
384,prince albert,53.2001,-105.7677,26.55,86,40,11.5,11.5,1701840261
385,tual,-5.6667,132.75,84.36,71,59,5.46,5.46,1701840261
386,yamada,39.4667,141.95,49.57,89,100,2.33,2.33,1701840262
387,port alfred,-33.5906,26.891,66.18,76,99,3.0,3.0,1701840262
388,howrah,22.5892,88.3103,75.2,73,75,5.75,5.75,1701840262
389,mahibadhoo,3.7833,72.9667,82.89,78,100,9.31,9.31,1701840263
390,saint-joseph,-21.3667,55.6167,82.47,68,5,5.99,5.99,1701840263
391,dunay,42.8803,132.3375,32.72,89,100,11.21,11.21,1701840264
392,loreto,22.2667,-101.9667,56.84,77,100,10.25,10.25,1701840264
393,boryeong,36.3493,126.5977,57.16,78,100,17.65,17.65,1701840265
394,suhbaatar,50.2314,106.2078,3.06,89,86,3.47,3.47,1701840265
395,revda,56.801,59.9303,-6.63,95,100,5.99,5.99,1701839447
396,harran,36.86,39.0314,51.49,85,100,12.46,12.46,1701840266
397,umm kaddadah,13.6017,26.6876,64.76,22,41,11.43,11.43,1701840266
398,belawan,3.7755,98.6832,88.09,81,100,2.59,2.59,1701840267
399,visakhapatnam,17.69,83.2093,73.29,100,100,10.36,10.36,1701840267
400,myski,53.709,87.8014,33.48,100,100,4.16,4.16,1701840267
401,port macquarie,-31.4333,152.9167,79.9,71,4,12.24,12.24,1701839719
402,nichinan,31.6,131.3667,62.28,53,98,8.75,8.75,1701840268
403,peniche,39.3558,-9.3811,51.46,85,88,8.16,8.16,1701840269
404,turpan,42.9333,89.1667,43.7,31,5,1.41,1.41,1701840269
405,kismayo,-0.3582,42.5454,83.37,71,91,13.56,13.56,1701840269
406,sambava,-14.2667,50.1667,79.99,68,13,6.11,6.11,1701840270
407,al ghayzah,16.2079,52.176,77.29,54,6,4.61,4.61,1701840270
408,constitucion,-35.3333,-72.4167,51.04,92,19,6.22,6.22,1701840271
409,ola,59.5833,151.2833,-2.36,69,99,11.21,11.21,1701839679
410,san jeronimo,-11.9472,-75.2829,49.03,86,100,1.92,1.92,1701840271
411,nadym,65.5333,72.5167,-36.94,98,71,4.92,4.92,1701840272
412,colonia,50.9333,6.95,37.85,92,100,11.5,11.5,1701840272
413,mbuji-mayi,-6.15,23.6,69.08,94,96,1.01,1.01,1701840272
414,kharagpur,22.3333,87.3333,66.24,90,100,6.76,6.76,1701840273
415,khanty-mansiysk,61.0042,69.0019,-30.89,61,0,4.47,4.47,1701840274
416,villa gesell,-37.2639,-56.973,64.06,93,100,16.64,16.64,1701840274
417,nova vicosa,-17.8919,-39.3719,75.51,90,3,8.59,8.59,1701840274
418,latakia,35.5148,35.7768,59.18,78,100,9.4,9.4,1701840275
419,fairfield east,-33.8747,150.9721,84.25,60,39,8.99,8.99,1701840275
420,olinda,-8.0089,-34.8553,80.33,74,40,9.22,9.22,1701840276
421,horta,38.5333,-28.6333,67.01,92,100,27.0,27.0,1701840276
422,coatesville,39.9832,-75.8238,38.03,89,0,3.44,3.44,1701840277
423,port saint john's,-31.6229,29.5448,65.68,83,100,8.79,8.79,1701840277
424,nicoya,10.1483,-85.452,74.53,87,66,5.53,5.53,1701840277
425,dwarka,22.2394,68.9678,76.53,50,0,16.46,16.46,1701840278
426,filey,54.21,-0.2892,40.03,84,15,10.25,10.25,1701840278
427,novodvinsk,64.4165,40.8122,-4.25,96,83,3.22,3.22,1701840279
428,masumbwe,-3.6333,32.1833,66.42,91,44,1.32,1.32,1701840279
429,kloulklubed,7.0419,134.2556,88.3,73,68,8.3,8.3,1701840260
430,ascencion,31.1,-107.9833,52.88,33,67,4.5,4.5,1701840280
431,bonthe,7.5264,-12.505,78.19,88,4,4.21,4.21,1701840280
432,dakoro,14.5106,6.765,65.86,21,4,10.6,10.6,1701840281
433,happy valley-goose bay,53.3168,-60.3315,16.11,79,100,9.22,9.22,1701839700
434,shortandy,51.7006,70.9994,17.55,91,100,14.63,14.63,1701840281
435,maturin,9.75,-63.1767,71.17,97,76,4.52,4.52,1701840281
436,kill devil hills,36.0307,-75.676,51.98,71,0,10.36,10.36,1701840282
437,labuan,5.2767,115.2417,86.36,79,40,2.3,2.3,1701840282
438,illizi,26.4833,8.4667,48.0,22,33,2.08,2.08,1701840282
439,yeppoon,-23.1333,150.7333,87.58,60,11,13.2,13.2,1701840283
440,mascoutah,38.4903,-89.7932,39.58,81,100,10.36,10.36,1701840283
441,ulladulla,-35.35,150.4667,70.32,67,54,8.84,8.84,1701839742
442,kratie,12.4881,106.0188,90.28,51,0,10.13,10.13,1701840284
443,fuglafjordur,62.244,-6.814,32.47,73,58,9.51,9.51,1701840284
444,whakatane,-37.9585,176.9854,69.51,87,91,4.0,4.0,1701840285
445,severo-yeniseyskiy,60.3725,93.0408,-29.42,98,69,5.01,5.01,1701840285
446,tondela,40.5167,-8.0833,38.59,85,38,5.35,5.35,1701840285
447,san antonio de pale,-1.4014,5.6325,79.66,79,98,5.57,5.57,1701840285
448,primorsko-akhtarsk,46.0497,38.1747,32.97,79,100,19.89,19.89,1701840286
449,greenville,35.6127,-77.3663,44.13,93,0,1.99,1.99,1701840171
450,batie,9.8833,-2.9167,72.81,20,0,1.83,1.83,1701840286
451,holualoa,19.6228,-155.9522,75.04,86,40,9.22,9.22,1701839689
452,mosjoen,65.836,13.1908,26.71,93,0,0.0,0.0,1701840287
453,neiafu,-18.65,-173.9833,83.08,74,75,5.75,5.75,1701840287
454,khandyga,62.6667,135.6,-52.6,99,47,0.22,0.22,1701840287
455,ilomantsi,62.6716,30.9328,9.63,98,98,2.06,2.06,1701840288
456,rosarito,32.3333,-117.0333,67.66,47,0,0.81,0.81,1701840207
457,ferkessedougou,9.6,-5.2,72.32,27,7,4.29,4.29,1701840288
458,menongue,-14.6585,17.691,63.25,89,48,2.39,2.39,1701839710
459,niwai,26.35,75.9167,68.5,41,0,6.8,6.8,1701840289
460,prince rupert,54.3161,-130.3201,47.89,76,100,20.71,20.71,1701840289
461,iowa falls,42.5225,-93.2513,21.34,86,0,6.91,6.91,1701840289
462,cabedelo,-6.9811,-34.8339,77.67,74,6,11.77,11.77,1701840289
463,cooma,-36.2333,149.1333,83.05,23,12,13.4,13.4,1701840290
464,pandan,14.0453,124.1694,84.02,73,69,10.36,10.36,1701839728
465,taltal,-25.4,-70.4833,63.0,79,0,0.74,0.74,1701840290
466,kuzovatovo,53.5468,47.6866,-0.99,100,86,4.25,4.25,1701840291
467,afaahiti,-17.75,-149.2833,75.07,78,100,7.92,7.92,1701840291
468,springbok,-29.6643,17.8865,65.44,38,0,3.47,3.47,1701840291
469,jinzhou,41.1078,121.1417,37.9,27,0,14.36,14.36,1701840291
470,guarapari,-20.6667,-40.4975,75.88,92,2,6.93,6.93,1701840292
471,torres,-29.3353,-49.7269,72.86,97,100,8.03,8.03,1701840292
472,kilkeel,54.062,-6.0031,46.2,76,95,19.13,19.13,1701840292
473,mar del plata,-38.0023,-57.5575,64.09,90,100,8.99,8.99,1701839757
474,lycksele,64.5954,18.6735,-7.73,84,100,0.0,0.0,1701840293
475,hauterive,46.0901,3.4459,38.98,94,93,4.41,4.41,1701840293
476,port moresby,-9.4431,147.1797,87.22,62,40,11.5,11.5,1701840293
477,argo,37.6333,22.7333,52.79,81,99,2.64,2.64,1701839725
478,enumclaw,47.2043,-121.9915,49.26,97,100,1.01,1.01,1701840294
479,ixtapa,20.7,-105.2,75.22,83,40,0.0,0.0,1701840294
480,mahina,-17.5065,-149.489,76.77,83,75,5.75,5.75,1701840295
481,pithora,21.2667,82.5167,63.46,95,100,10.29,10.29,1701840295
482,escarcega,18.6089,-90.7454,71.71,98,89,2.62,2.62,1701840295
483,gaalkacyo,6.7697,47.4308,77.45,35,74,13.2,13.2,1701840295
484,i-n-salah,27.1935,2.4607,58.23,28,98,4.0,4.0,1701840296
485,porto velho,-8.7619,-63.9039,75.25,94,20,4.61,4.61,1701840296
486,al muwayh,22.4333,41.7583,62.11,26,36,11.21,11.21,1701840296
487,sao vicente,-23.9631,-46.3919,80.28,26,63,2.8,2.8,1701840021
488,leksand,60.7339,15.0032,-1.55,100,33,0.72,0.72,1701840297
489,carnarvon,-24.8667,113.6333,81.79,62,2,22.5,22.5,1701840297
490,ugoofaaru,5.6667,73.0,82.98,73,79,3.49,3.49,1701840297
491,kapuskasing,49.4169,-82.4331,15.89,85,100,3.44,3.44,1701840298
492,suceava,47.6333,26.25,32.59,96,100,2.3,2.3,1701840079
493,california city,35.1258,-117.9859,59.95,43,0,9.22,9.22,1701840298
494,tindouf,27.6711,-8.1474,57.65,41,0,5.75,5.75,1701840298
495,la tuque,47.4334,-72.7824,3.45,85,90,2.3,2.3,1701840284
